RTT,Processing-Delay,Network_Delay,Server-to-Browser-Delay,Total-Frames-Processed,Total-Frames-Received
0.09320473670959473,0.04296469688415527,0.05024003982543945,0.07214069366455078,4281,4281
0.10137581825256348,0.05273270606994629,0.04864311218261719,0.07972860336303711,4282,4282
0.09647345542907715,0.04671645164489746,0.04975700378417969,0.07502293586730957,4283,4283
0.09068036079406738,0.0437769889831543,0.046903371810913086,0.0692899227142334,4284,4284
0.0931396484375,0.042325735092163086,0.050813913345336914,0.07114076614379883,4285,4285
0.0950157642364502,0.04405713081359863,0.05095863342285156,0.07285571098327637,4286,4286
0.09408235549926758,0.04448342323303223,0.04959893226623535,0.0730140209197998,4287,4287
0.08955931663513184,0.04296112060546875,0.046598196029663086,0.06863164901733398,4288,4288
0.0922708511352539,0.04390549659729004,0.04836535453796387,0.07082486152648926,4289,4289
0.09077024459838867,0.04450535774230957,0.0462648868560791,0.06924128532409668,4290,4290
0.0916280746459961,0.04448294639587402,0.04714512825012207,0.06916213035583496,4291,4291
0.0942544937133789,0.044429779052734375,0.04982471466064453,0.07305598258972168,4292,4292
0.08948993682861328,0.04398179054260254,0.04550814628601074,0.06839156150817871,4293,4293
0.09162044525146484,0.04311227798461914,0.0485081672668457,0.07014346122741699,4294,4294
0.10263919830322266,0.044371604919433594,0.05826759338378906,0.08135795593261719,4295,4295
0.09770607948303223,0.04706621170043945,0.05063986778259277,0.07638239860534668,4296,4296
0.09151911735534668,0.04561114311218262,0.04590797424316406,0.0702066421508789,4297,4297
0.09167170524597168,0.0457003116607666,0.04597139358520508,0.07053756713867188,4298,4298
0.09830904006958008,0.0450739860534668,0.05323505401611328,0.07629179954528809,4299,4299
0.09918475151062012,0.046912193298339844,0.05227255821228027,0.07773327827453613,4300,4300
0.10474801063537598,0.04547739028930664,0.059270620346069336,0.08067464828491211,4301,4301
0.10782933235168457,0.049364566802978516,0.058464765548706055,0.08623552322387695,4302,4302
0.11160087585449219,0.04777884483337402,0.06382203102111816,0.0885477066040039,4303,4303
0.09788823127746582,0.04785561561584473,0.050032615661621094,0.07532906532287598,4304,4304
0.10011410713195801,0.04828691482543945,0.051827192306518555,0.0785527229309082,4305,4305
0.10513782501220703,0.05734419822692871,0.04779362678527832,0.08328914642333984,4306,4306
0.10940361022949219,0.04934954643249512,0.06005406379699707,0.0864555835723877,4307,4307
0.10201430320739746,0.04935193061828613,0.05266237258911133,0.07605814933776855,4308,4308
0.09495186805725098,0.04618477821350098,0.04876708984375,0.07284045219421387,4309,4309
0.11910343170166016,0.0556638240814209,0.06343960762023926,0.09578919410705566,4310,4310
0.0999763011932373,0.047353506088256836,0.05262279510498047,0.0786893367767334,4311,4311
0.10344982147216797,0.05059528350830078,0.05285453796386719,0.08228015899658203,4312,4312
0.09992837905883789,0.04984736442565918,0.05008101463317871,0.07872724533081055,4313,4313
0.09964299201965332,0.04704761505126953,0.05259537696838379,0.07822465896606445,4314,4314
0.1085050106048584,0.05227351188659668,0.05623149871826172,0.08648109436035156,4315,4315
0.09306955337524414,0.046018362045288086,0.047051191329956055,0.07176589965820312,4316,4316
0.09619975090026855,0.05045032501220703,0.04574942588806152,0.07509231567382812,4317,4317
0.08853697776794434,0.043247222900390625,0.04528975486755371,0.06734871864318848,4318,4318
0.09633326530456543,0.046355485916137695,0.049977779388427734,0.07457995414733887,4319,4319
0.0921471118927002,0.04414248466491699,0.0480046272277832,0.07044291496276855,4320,4320
0.10052132606506348,0.04596090316772461,0.05456042289733887,0.07861185073852539,4321,4321
0.08825802803039551,0.04260420799255371,0.0456538200378418,0.06722354888916016,4322,4322
0.08860397338867188,0.04379010200500488,0.04481387138366699,0.06733322143554688,4323,4323
0.09041857719421387,0.04522252082824707,0.0451960563659668,0.06928086280822754,4324,4324
0.09119200706481934,0.04332542419433594,0.0478665828704834,0.07010459899902344,4325,4325
0.09337711334228516,0.04641413688659668,0.04696297645568848,0.07229137420654297,4326,4326
0.09873604774475098,0.050852298736572266,0.04788374900817871,0.0776209831237793,4327,4327
0.09334588050842285,0.04680466651916504,0.04654121398925781,0.07186484336853027,4328,4328
0.09180784225463867,0.04345369338989258,0.048354148864746094,0.07048416137695312,4329,4329
0.0986015796661377,0.050156354904174805,0.04844522476196289,0.07744026184082031,4330,4330
0.09693741798400879,0.04593467712402344,0.05100274085998535,0.07588839530944824,4331,4331
0.09756922721862793,0.04625225067138672,0.05131697654724121,0.07053565979003906,4332,4332
0.09609174728393555,0.04852581024169922,0.04756593704223633,0.0751035213470459,4333,4333
0.09768891334533691,0.046691179275512695,0.05099773406982422,0.0769186019897461,4334,4334
0.09320211410522461,0.046803951263427734,0.046398162841796875,0.07183504104614258,4335,4335
0.09746575355529785,0.04553413391113281,0.05193161964416504,0.07635331153869629,4336,4336
0.08922266960144043,0.045003414154052734,0.044219255447387695,0.06801033020019531,4337,4337
0.09915018081665039,0.046625375747680664,0.05252480506896973,0.07781577110290527,4338,4338
0.09238958358764648,0.044139862060546875,0.04824972152709961,0.07125234603881836,4339,4339
0.09471321105957031,0.04876446723937988,0.04594874382019043,0.07369041442871094,4340,4340
